selection,view,channel,start_time,end_time,LowFreq,HighFreq,sound_category,sound_type,confidence,notes,name,filename
14,Spectrogram 1,1,1020.112,1025.999296,13.8,171.4,elephant_vocalization,rumble,3,"Agustin, komunikasi dengan anaknya, biar dia tahu posisi anaknya dimana",Giot,Angon4_Eloc_20211007_141741.wav
15,Spectrogram 1,1,2255.575953,2256.412485,54.3,8000,elephant_sound,snort,3,"Olive,",Giot,Angon4_Eloc_20211007_141741.wav
16,Spectrogram 1,1,2256.380918,2258.843165,13.8,161.4,elephant_vocalization,rumble,3,"Olive,, komunikasi dengan anaka, bertemu dengan anaknya",Giot,Angon4_Eloc_20211007_141741.wav
1,Spectrogram 1,1,1035.485258,1036.637464,0,8000,elephant_vocalization,trumpet,3,Olive (near the cage),Giot,Angon4_Eloc_20211007_151741.wav
2,Spectrogram 1,1,1056.556409,1057.061485,0,8000,elephant_vocalization,trumpet,3,Olive,Giot,Angon4_Eloc_20211007_151741.wav
3,Spectrogram 1,1,1926.471354,1929.044087,20,131.8,elephant_vocalization,rumble,3,Agustin,Giot,Angon4_Eloc_20211007_151741.wav
4,Spectrogram 1,1,2925.370151,2926.332953,0,8000,elephant_sound,snort,3,Sari,Giot,Angon4_Eloc_20211007_151741.wav
5,Spectrogram 1,1,2940.127848,2942.684797,20.1,109.8,elephant_vocalization,rumble,3,Agustin (in the cage),Giot,Angon4_Eloc_20211007_151741.wav
6,Spectrogram 1,1,3005.519441,3009.591618,19,138.6,elephant_vocalization,rumble,3,Agustin,Giot,Angon4_Eloc_20211007_151741.wav
7,Spectrogram 1,1,3041.742879,3043.636915,0,626.1,elephant_vocalization,roar,2,"Boni, looking for her mother, calling her mother",Giot,Angon4_Eloc_20211007_151741.wav
8,Spectrogram 1,1,3049.618923,3051.765497,47.3,1346.6,elephant_vocalization,roar,2,"Boni, looking for her mother, calling her mother",Giot,Angon4_Eloc_20211007_151741.wav
9,Spectrogram 1,1,3054.653902,3056.705774,9.2,1455.8,elephant_vocalization,roar,2,"Boni, looking for her mother, calling her mother",Giot,Angon4_Eloc_20211007_151741.wav
10,Spectrogram 1,1,3130.778365,3132.940723,18.5,124.5,elephant_vocalization,rumble,3,"Agustin, when ordered by mahout",Giot,Angon4_Eloc_20211007_151741.wav
11,Spectrogram 1,1,3137.833675,3141.053536,19,183.7,elephant_vocalization,rumble,3,"Agustin, when ordered by mahout",Giot,Angon4_Eloc_20211007_151741.wav
12,Spectrogram 1,1,3224.667307,3227.334741,15.2,153.3,elephant_vocalization,rumble,3,Agustin,Giot,Angon4_Eloc_20211007_151741.wav
13,Spectrogram 1,1,3246.764394,3251.357431,16.8,110.3,elephant_vocalization,rumble,3,Agustin,Giot,Angon4_Eloc_20211007_151741.wav
14,Spectrogram 1,1,3255.476959,3259.849026,17.9,165.2,elephant_vocalization,rumble,3,Agustin,Giot,Angon4_Eloc_20211007_151741.wav
15,Spectrogram 1,1,3273.612354,3275.885197,17.4,120.1,elephant_vocalization,rumble,3,Agustin,Giot,Angon4_Eloc_20211007_151741.wav
16,Spectrogram 1,1,3397.048258,3402.493611,13,129.9,elephant_vocalization,rumble,3,Sari,Giot,Angon4_Eloc_20211007_151741.wav
1,Spectrogram 1,1,224.8705637,227.8616351,16.8,290.5,elephant_vocalization,rumble,3,Sari/Yuni,Giot,Angon5_Eloc_20211009_102410.wav
2,Spectrogram 1,1,255.5803527,260.9821383,10.3,158.2,elephant_vocalization,rumble,3,Sari/Yuni,Giot,Angon5_Eloc_20211009_102410.wav
3,Spectrogram 1,1,914.7098055,916.3169484,13,177.7,elephant_vocalization,rumble,3,Yuni,Giot,Angon5_Eloc_20211009_102410.wav
4,Spectrogram 1,1,1397.477654,1399.799083,17.9,270.5,elephant_vocalization,rumble,3,Yuni,Giot,Angon5_Eloc_20211009_102410.wav
5,Spectrogram 1,1,1410.825868,1412.299083,15.8,203.7,elephant_vocalization,rumble,3,Yuni,Giot,Angon5_Eloc_20211009_102410.wav
6,Spectrogram 1,1,1420.736582,1424.040154,16.9,191.4,elephant_vocalization,rumble,3,Yuni,Giot,Angon5_Eloc_20211009_102410.wav
7,Spectrogram 1,1,3588.102616,3596.540116,15.2,180.4,elephant_vocalization,rumble,3,Yuni,Giot,Angon5_Eloc_20211009_102410.wav
8,Spectrogram 1,1,3539.3896,3540.462888,2573.913,8000,,unidentified,,orang utan,Giot,Angon5_Eloc_20211009_102410.wav
9,Spectrogram 1,1,3547.155155,3548.102173,2156.522,8000,,unidentified,,orang utan,Giot,Angon5_Eloc_20211009_102410.wav
10,Spectrogram 1,1,3552.868831,3553.500176,747.826,8000,,unidentified,,orang utan,Giot,Angon5_Eloc_20211009_102410.wav
11,Spectrogram 1,1,3558.99288,3560.0346,2188.957,8000,,unidentified,,orang utan,Giot,Angon5_Eloc_20211009_102410.wav
12,Spectrogram 1,1,3571.777623,3572.440536,1967.601,8000,,unidentified,,orang utan,Giot,Angon5_Eloc_20211009_102410.wav
13,Spectrogram 1,1,3583.741617,3584.625501,0,7968.786,elephant_sound,snort,3,Yuni,Giot,Angon5_Eloc_20211009_102410.wav
14,Spectrogram 1,1,3590.402311,3591.09679,0,8000,,unidentified,,orang utan,Giot,Angon5_Eloc_20211009_102410.wav
15,Spectrogram 1,1,2038.58141,2039.27589,0,8000,elephant_vocalization,trumpet,3,maybe Olive,Giot,Angon5_Eloc_20211009_102410.wav
16,Spectrogram 1,1,3508.899172,3509.420032,344.33,7981.153,,unidentified,,bayi orang utan,Giot,Angon5_Eloc_20211009_102410.wav
17,Spectrogram 1,1,3509.988242,3510.58802,921.739,8000,,unidentified,,bayi orang utan,Giot,Angon5_Eloc_20211009_102410.wav
18,Spectrogram 1,1,3512.513624,3513.081834,0,8000,,unidentified,,bayi orang utan,Giot,Angon5_Eloc_20211009_102410.wav
19,Spectrogram 1,1,3513.997285,3514.565496,0,8000,,unidentified,,bayi orang utan,Giot,Angon5_Eloc_20211009_102410.wav
20,Spectrogram 1,1,3515.417812,3515.922888,0,8000,,unidentified,,bayi orang utan,Giot,Angon5_Eloc_20211009_102410.wav
21,Spectrogram 1,1,3519.31637,3519.931931,0,8000,,unidentified,,bayi orang utan,Giot,Angon5_Eloc_20211009_102410.wav
22,Spectrogram 1,1,3520.657978,3521.257756,0,8000,,unidentified,,bayi orang utan,Giot,Angon5_Eloc_20211009_102410.wav
23,Spectrogram 1,1,3526.908297,3527.634344,0,8000,,unidentified,,bayi orang utan,Giot,Angon5_Eloc_20211009_102410.wav
24,Spectrogram 1,1,3528.455093,3529.244275,678.261,7565.217,,unidentified,,bayi orang utan,Giot,Angon5_Eloc_20211009_102410.wav
1,Spectrogram 1,1,9.553571263,13.88392833,18.1,94.9,elephant_vocalization,rumble,3,Yuni,Giot,Angon5_Eloc_20211009_112410.wav
2,Spectrogram 1,1,196.6071394,197.5892823,0,8000,elephant_sound,unidentified,2,"Yuni, semacam bersin, atau ada yang mengganggu di mulut/belalainya",Giot,Angon5_Eloc_20211009_112410.wav
3,Spectrogram 1,1,373.7499935,377.1428506,13.8,297.4,elephant_vocalization,rumble,3,Yuni,Giot,Angon5_Eloc_20211009_112410.wav
4,Spectrogram 1,1,521.6517767,523.7499909,15.2,208.2,elephant_vocalization,rumble,3,Yuni,Giot,Angon5_Eloc_20211009_112410.wav
5,Spectrogram 1,1,530.0446337,533.3035622,15.8,112.2,elephant_vocalization,rumble,3,Yuni,Giot,Angon5_Eloc_20211009_112410.wav
1,Spectrogram 1,1,835.1436017,838.8054046,19.2,148,elephant_vocalization,rumble,3,don't kbow which elephants,Giot,Angon5_Eloc_20211009_132411.wav
2,Spectrogram 1,1,1955.844696,1961.274266,20,117.6,elephant_vocalization,rumble,3,dont know which elephants,Giot,Angon5_Eloc_20211009_132411.wav
3,Spectrogram 1,1,1960.453517,1965.883087,19.6,125.7,elephant_vocalization,rumble,3,dont know which elephants,Giot,Angon5_Eloc_20211009_132411.wav
4,Spectrogram 1,1,1968.85041,1976.868495,23.8,120.3,elephant_vocalization,rumble,3,dont know which elephants,Giot,Angon5_Eloc_20211009_132411.wav
5,Spectrogram 1,1,2003.321865,2013.360255,24.2,128.7,elephant_vocalization,rumble,3,dont know which elephants,Giot,Angon5_Eloc_20211009_132411.wav
6,Spectrogram 1,1,2031.543001,2042.402141,22.3,124.1,elephant_vocalization,rumble,3,dont know which elephants,Giot,Angon5_Eloc_20211009_132411.wav
7,Spectrogram 1,1,2060.963693,2070.370739,23.1,117.2,elephant_vocalization,rumble,3,dont know which elephants,Giot,Angon5_Eloc_20211009_132411.wav
8,Spectrogram 1,1,2560.862925,2565.976822,19,111.4,elephant_vocalization,rumble,3,dont know which elephants,Giot,Angon5_Eloc_20211009_132411.wav
9,Spectrogram 1,1,3493.423111,3494.559533,110.9,5669.2,elephant_sound,breathing,3,dont know which elephants,Giot,Angon5_Eloc_20211009_132411.wav
10,Spectrogram 1,1,2648.617068,2649.248413,49.19,7113.043,elephant_vocalization,trumpet,2,Chris,Giot,Angon5_Eloc_20211009_132411.wav
11,Spectrogram 1,1,2688.960034,2689.780783,36.124,3313.043,elephant_vocalization,trumpet,2,Chris,Giot,Angon5_Eloc_20211009_132411.wav
1,Spectrogram 1,1,149.0606323,149.8498139,60.9,8000,elephant_sound,snort,3,Sari,Giot,Angon5_Eloc_20211009_142411.wav
2,Spectrogram 1,1,388.6246175,394.7486672,19.2,146.8,elephant_vocalization,rumble,3,Agustin,Giot,Angon5_Eloc_20211009_142411.wav
3,Spectrogram 1,1,437.0488043,444.2777083,18.1,122.6,elephant_vocalization,rumble,3,Agustin,Giot,Angon5_Eloc_20211009_142411.wav
4,Spectrogram 1,1,1063.217102,1066.942039,18.4,162.2,elephant_vocalization,rumble,3,Sari,Giot,Angon5_Eloc_20211009_142411.wav
5,Spectrogram 1,1,1070.761679,1075.623038,12.7,129.1,elephant_vocalization,rumble,3,Sari,Giot,Angon5_Eloc_20211009_142411.wav
6,Spectrogram 1,1,1076.791027,1077.611775,82.6,1982.6,elephant_vocalization,trumpet,3,"Berti, calling her mom",Giot,Angon5_Eloc_20211009_142411.wav
7,Spectrogram 1,1,1086.10337,1090.207115,14.6,77.6,elephant_vocalization,rumble,3,Sari,Giot,Angon5_Eloc_20211009_142411.wav
8,Spectrogram 1,1,1099.014382,1103.875741,15.4,125.7,elephant_vocalization,rumble,3,Sari,Giot,Angon5_Eloc_20211009_142411.wav
9,Spectrogram 1,1,1125.088944,1132.75979,13.5,156,elephant_vocalization,rumble,3,Sari,Giot,Angon5_Eloc_20211009_142411.wav
10,Spectrogram 1,1,1134.716961,1138.568167,10.8,119.5,elephant_vocalization,rumble,3,Sari,Giot,Angon5_Eloc_20211009_142411.wav
11,Spectrogram 1,1,1968.787294,1969.544908,639.5,8000,,unidentified,,orang utan,Giot,Angon5_Eloc_20211009_142411.wav
12,Spectrogram 1,1,1970.081552,1970.649763,1746.2,8000,,unidentified,,Orang utan,Giot,Angon5_Eloc_20211009_142411.wav
1,Spectrogram 1,1,1503.075393,1506.737196,26.1,240.6,elephant_vocalization,rumble,2,"Erop, mencari ibunya",Giot,Angon5_Eloc_20211009_152412.wav
2,Spectrogram 1,1,2336.19869,2336.924737,0,8000,elephant_vocalization,trumpet,2,"maybe Sari, when Theo passed, afraid",Giot,Angon5_Eloc_20211009_152412.wav
3,Spectrogram 1,1,2497.28645,2498.044065,13.8,8000,elephant_vocalization,trumpet,3,"Yuni, angry/tak suka akan sesuatu",Giot,Angon5_Eloc_20211009_152412.wav
1,Spectrogram 1,1,230.5830979,231.2144433,0,8000,elephant_vocalization,trumpet,3,"Yuni, angry, diperintah mahout",Giot,Angon5_Eloc_20211009_162412.wav
2,Spectrogram 1,1,1335.258293,1338.122451,242.703,6542.3,elephant_vocalization,long_roar,3,Chris,Giot,Angon5_Eloc_20211009_162412.wav
3,Spectrogram 1,1,1364.454721,1367.356506,35.4,582.6,elephant_vocalization,roar_rumble,2,"Yuni, calling her daughter",Giot,Angon5_Eloc_20211009_162412.wav
4,Spectrogram 1,1,1736.039536,1738.852036,22.3,163,elephant_vocalization,rumble,3,Agustin,Giot,Angon5_Eloc_20211009_162412.wav
5,Spectrogram 1,1,1745.63775,1749.70025,23.4,127.2,elephant_vocalization,rumble,3,Agustin,Giot,Angon5_Eloc_20211009_162412.wav
6,Spectrogram 1,1,1816.12882,1820.124356,14.6,131.4,elephant_vocalization,rumble,3,Sari,Giot,Angon5_Eloc_20211009_162412.wav
7,Spectrogram 1,1,1836.173475,1838.494904,16.1,124.5,elephant_vocalization,rumble,3,Sari,Giot,Angon5_Eloc_20211009_162412.wav
8,Spectrogram 1,1,1842.088654,1845.883297,15.4,89.2,elephant_vocalization,rumble,3,Sari,Giot,Angon5_Eloc_20211009_162412.wav
9,Spectrogram 1,1,1850.749396,1853.450289,15.8,128.8,elephant_vocalization,rumble,3,Sari,Giot,Angon5_Eloc_20211009_162412.wav
10,Spectrogram 1,1,1858.673503,1861.329753,15.8,138.6,elephant_vocalization,rumble,3,Sari,Giot,Angon5_Eloc_20211009_162412.wav
11,Spectrogram 1,1,1868.919039,1872.825289,17.9,73.9,elephant_vocalization,rumble,3,Sari,Giot,Angon5_Eloc_20211009_162412.wav
12,Spectrogram 1,1,1806.151183,1807.222611,241.3,1678.6,elephant_vocalization,roar,3,Chris,Giot,Angon5_Eloc_20211009_162412.wav
13,Spectrogram 1,1,1980.548501,1983.070823,14.7,137,elephant_vocalization,rumble,3,Sari,Giot,Angon5_Eloc_20211009_162412.wav
14,Spectrogram 1,1,3213.0199,3213.778829,493.438,6815.344,elephant_vocalization,trumpet,3,"Boni, afraid of mahout",Giot,Angon5_Eloc_20211009_162412.wav
15,Spectrogram 1,1,3255.812321,3256.323471,93.478,5337.119,elephant_sound,snort,3,"Sari, Theo passed",Giot,Angon5_Eloc_20211009_162412.wav
1,Spectrogram 1,1,16.4781131,19.82424334,15.4,128.4,elephant_vocalization,rumble,3,Agustin,Giot,Angon7_Eloc_20211012_101748.wav
2,Spectrogram 1,1,23.04410452,25.56948584,16.1,106.8,elephant_vocalization,rumble,3,Agustin,Giot,Angon7_Eloc_20211012_101748.wav
3,Spectrogram 1,1,28.59994342,31.18845927,14.6,114.5,elephant_vocalization,rumble,3,Agustin,Giot,Angon7_Eloc_20211012_101748.wav
4,Spectrogram 1,1,37.5650471,39.64848669,16.1,101.5,elephant_vocalization,rumble,3,Agustin,Giot,Angon7_Eloc_20211012_101748.wav
5,Spectrogram 1,1,24.87500598,25.38008224,0,8000,elephant_vocalization,trumpet,3,Agustin,Giot,Angon7_Eloc_20211012_101748.wav
6,Spectrogram 1,1,160.4248482,163.2659022,14.1,137,elephant_vocalization,rumble,3,Agustin,Giot,Angon7_Eloc_20211012_101748.wav
7,Spectrogram 1,1,206.007981,209.3541112,13,98.9,elephant_vocalization,rumble,3,Agustin,Giot,Angon7_Eloc_20211012_101748.wav
8,Spectrogram 1,1,219.6450401,223.5593811,12,155.4,elephant_vocalization,rumble,3,Agustin,Giot,Angon7_Eloc_20211012_101748.wav
9,Spectrogram 1,1,298.3738027,302.919489,13,169.6,elephant_vocalization,rumble,3,Agustin,Giot,Angon7_Eloc_20211012_101748.wav
10,Spectrogram 1,1,376.723758,380.51183,11.1,160.9,elephant_vocalization,rumble,3,Agustin,Giot,Angon7_Eloc_20211012_101748.wav
11,Spectrogram 1,1,392.5705258,396.1060597,15.4,166,elephant_vocalization,rumble,3,Agustin,Giot,Angon7_Eloc_20211012_101748.wav
12,Spectrogram 1,1,407.9753518,411.1320785,15.4,106.1,elephant_vocalization,rumble,3,Agustin,Giot,Angon7_Eloc_20211012_101748.wav
13,Spectrogram 1,1,437.017237,438.6587349,13.8,182.2,elephant_vocalization,rumble,3,Agustin,Giot,Angon7_Eloc_20211012_101748.wav
14,Spectrogram 1,1,461.892243,464.9227006,14.6,123.7,elephant_vocalization,rumble,3,Agustin,Giot,Angon7_Eloc_20211012_101748.wav
15,Spectrogram 1,1,492.0705497,496.489967,14.6,143.7,elephant_vocalization,rumble,3,Agustin,Giot,Angon7_Eloc_20211012_101748.wav
16,Spectrogram 1,1,507.6016448,510.1270261,14.6,134.5,elephant_vocalization,rumble,3,Agustin,Giot,Angon7_Eloc_20211012_101748.wav
17,Spectrogram 1,1,532.0347091,536.64353,13.8,159.1,elephant_vocalization,rumble,3,Agustin,Giot,Angon7_Eloc_20211012_101748.wav
18,Spectrogram 1,1,540.9998127,543.9671358,13.8,138.3,elephant_vocalization,rumble,3,Agustin,Giot,Angon7_Eloc_20211012_101748.wav
19,Spectrogram 1,1,587.3405599,592.3913226,16.9,153,elephant_vocalization,rumble,3,Agustin,Giot,Angon7_Eloc_20211012_101748.wav
20,Spectrogram 1,1,598.010296,599.8411974,14.6,169.1,elephant_vocalization,rumble,3,Agustin,Giot,Angon7_Eloc_20211012_101748.wav
21,Spectrogram 1,1,600.4725428,605.3339018,14.6,170.6,elephant_vocalization,rumble,3,Agustin,Giot,Angon7_Eloc_20211012_101748.wav
22,Spectrogram 1,1,618.9709609,621.3069386,14.6,165.2,elephant_vocalization,rumble,3,Agustin,Giot,Angon7_Eloc_20211012_101748.wav
23,Spectrogram 1,1,624.4636653,629.9563697,15.4,175.2,elephant_vocalization,rumble,3,Agustin,Giot,Angon7_Eloc_20211012_101748.wav
24,Spectrogram 1,1,641.5731237,647.4446353,13.1,172.2,elephant_vocalization,rumble,3,Agustin,Giot,Angon7_Eloc_20211012_101748.wav
25,Spectrogram 1,1,655.0207792,659.6296001,14.6,153,elephant_vocalization,rumble,3,Agustin,Giot,Angon7_Eloc_20211012_101748.wav
26,Spectrogram 1,1,663.6702102,670.3624707,16.1,162.2,elephant_vocalization,rumble,3,Agustin,Giot,Angon7_Eloc_20211012_101748.wav
27,Spectrogram 1,1,677.9386147,683.8732608,14.6,160.6,elephant_vocalization,rumble,3,Agustin,Giot,Angon7_Eloc_20211012_101748.wav
28,Spectrogram 1,1,692.5858263,694.0337446,0,8000,elephant_vocalization,trumpet,3,"Chris, karan ssuaranya sangat dekat, jadi terdengar rusak di Eloc nya",Giot,Angon7_Eloc_20211012_101748.wav
29,Spectrogram 1,1,705.339002,714.1147021,17.7,139.9,elephant_vocalization,rumble,3,Agustin,Giot,Angon7_Eloc_20211012_101748.wav
30,Spectrogram 1,1,719.7336755,728.3831065,16.3,163.6,elephant_vocalization,rumble,3,Agustin,Giot,Angon7_Eloc_20211012_101748.wav
31,Spectrogram 1,1,731.0347569,732.9919274,0,8000,elephant_vocalization,trumpet,3,"Agustin, karna suaranya terlalu dekat, jadi terdengar rusak di Eloc-nya",Giot,Angon7_Eloc_20211012_101748.wav
32,Spectrogram 1,1,736.9062685,738.1058246,0,7925.7,elephant_vocalization,trumpet,3,"Agustin, karna suaranya terlalu dekat, jadi terdengar rusak di Eloc-nya",Giot,Angon7_Eloc_20211012_101748.wav
33,Spectrogram 1,1,750.4170585,751.427211,0,8000,elephant_vocalization,trumpet,3,"Agustin, karna suaranya terlalu dekat, jadi terdengar rusak di Eloc-nya",Giot,Angon7_Eloc_20211012_101748.wav
34,Spectrogram 1,1,775.1026609,775.8602753,0,8000,elephant_vocalization,trumpet,3,"Agustin, karna suaranya terlalu dekat, jadi terdengar rusak di Eloc-nya",Giot,Angon7_Eloc_20211012_101748.wav
35,Spectrogram 1,1,805.912313,806.7330619,0,8000,elephant_vocalization,trumpet,3,"Agustin, karna suaranya terlalu dekat, jadi terdengar rusak di Eloc-nya",Giot,Angon7_Eloc_20211012_101748.wav
36,Spectrogram 1,1,865.0693703,865.9532538,0,8000,elephant_vocalization,trumpet,3,"Agustin, karna suaranya terlalu dekat, jadi terdengar rusak di Eloc-nya",Giot,Angon7_Eloc_20211012_101748.wav
37,Spectrogram 1,1,868.9837114,870.6883438,0,7993.4,elephant_vocalization,trumpet,3,"Agustin, karna suaranya terlalu dekat, jadi terdengar rusak di Eloc-nya",Giot,Angon7_Eloc_20211012_101748.wav
38,Spectrogram 1,1,944.5873146,945.6606016,0,8000,elephant_vocalization,trumpet,3,"Agustin, karna suaranya terlalu dekat, jadi terdengar rusak di Eloc-nya",Giot,Angon7_Eloc_20211012_101748.wav
39,Spectrogram 1,1,1039.383816,1040.14143,0,8000,elephant_vocalization,trumpet,3,"Agustin, karna suaranya terlalu dekat, jadi terdengar rusak di Eloc-nya",Giot,Angon7_Eloc_20211012_101748.wav
40,Spectrogram 1,1,1049.043399,1049.801014,0,8000,elephant_vocalization,trumpet,3,"Agustin, karna suaranya terlalu dekat, jadi terdengar rusak di Eloc-nya",Giot,Angon7_Eloc_20211012_101748.wav
41,Spectrogram 1,1,1124.741704,1125.688722,0,8000,elephant_vocalization,trumpet,3,"Agustin, karna suaranya terlalu dekat, jadi terdengar rusak di Eloc-nya",Giot,Angon7_Eloc_20211012_101748.wav
42,Spectrogram 1,1,1143.050719,1144.060871,0,8000,elephant_vocalization,trumpet,3,"Agustin, karna suaranya terlalu dekat, jadi terdengar rusak di Eloc-nya",Giot,Angon7_Eloc_20211012_101748.wav
43,Spectrogram 1,1,1230.492047,1231.565334,0,8000,elephant_vocalization,trumpet,3,"Agustin, karna suaranya terlalu dekat, jadi terdengar rusak di Eloc-nya",Giot,Angon7_Eloc_20211012_101748.wav
44,Spectrogram 1,1,1263.574542,1264.647829,0,8000,elephant_vocalization,trumpet,3,"Agustin, karna suaranya terlalu dekat, jadi terdengar rusak di Eloc-nya",Giot,Angon7_Eloc_20211012_101748.wav
45,Spectrogram 1,1,1278.221754,1279.105637,0,8000,elephant_vocalization,trumpet,3,"Agustin, karna suaranya terlalu dekat, jadi terdengar rusak di Eloc-nya",Giot,Angon7_Eloc_20211012_101748.wav
46,Spectrogram 1,1,1336.052986,1337.063139,0,8000,elephant_vocalization,trumpet,3,"Agustin, karna suaranya terlalu dekat, jadi terdengar rusak di Eloc-nya",Giot,Angon7_Eloc_20211012_101748.wav
47,Spectrogram 1,1,1365.726217,1366.420696,0,8000,elephant_vocalization,trumpet,3,"Agustin, karna suaranya terlalu dekat, jadi terdengar rusak di Eloc-nya",Giot,Angon7_Eloc_20211012_101748.wav
48,Spectrogram 1,1,1371.913401,1372.860419,0,8000,elephant_vocalization,trumpet,3,"Agustin, karna suaranya terlalu dekat, jadi terdengar rusak di Eloc-nya",Giot,Angon7_Eloc_20211012_101748.wav
49,Spectrogram 1,1,1382.456868,1383.340751,0,8000,elephant_vocalization,trumpet,3,"Agustin, karna suaranya terlalu dekat, jadi terdengar rusak di Eloc-nya",Giot,Angon7_Eloc_20211012_101748.wav
50,Spectrogram 1,1,738.2436698,746.4511591,15.2,169.6,elephant_vocalization,rumble,3,Agustin,Giot,Angon7_Eloc_20211012_101748.wav
51,Spectrogram 1,1,754.3429757,763.8762902,9.8,170.7,elephant_vocalization,rumble,3,Agustin,Giot,Angon7_Eloc_20211012_101748.wav
52,Spectrogram 1,1,769.9372053,775.1773716,17.4,168.5,elephant_vocalization,rumble,3,Agustin,Giot,Angon7_Eloc_20211012_101748.wav
53,Spectrogram 1,1,779.1548471,786.4153184,13,168.5,elephant_vocalization,rumble,3,Agustin,Giot,Angon7_Eloc_20211012_101748.wav
54,Spectrogram 1,1,792.2236954,800.7468574,13,195.7,elephant_vocalization,rumble,3,Agustin,Giot,Angon7_Eloc_20211012_101748.wav
55,Spectrogram 1,1,811.2271899,817.161836,10.9,187,elephant_vocalization,rumble,3,Agustin,Giot,Angon7_Eloc_20211012_101748.wav
56,Spectrogram 1,1,820.4448317,826.0638051,12,182.6,elephant_vocalization,rumble,3,Agustin,Giot,Angon7_Eloc_20211012_101748.wav
57,Spectrogram 1,1,830.7357605,839.0695189,17.4,203.3,elephant_vocalization,rumble,3,Agustin,Giot,Angon7_Eloc_20211012_101748.wav
58,Spectrogram 1,1,846.2668556,852.706578,15.2,168.5,elephant_vocalization,rumble,3,Agustin,Giot,Angon7_Eloc_20211012_101748.wav
59,Spectrogram 1,1,857.2522644,865.2703501,17.4,168.5,elephant_vocalization,rumble,3,Agustin,Giot,Angon7_Eloc_20211012_101748.wav
